Contact_Radius	Contact_Radius_norm	Height	Height_norm	Force_Eng	Force_Calc	Bottom_Angle	Top_Angle	Side_Angle	Front_Angle	Back_Angle	Cone_Angle	Tilt_Angle	Energy	Area	Scale	Volume	Pressure	Bottom_Length	Top_Length	Bottom_Area	Top_Area	Mean_curvature	Bottom_Angle_Calc	Top_Angle6	Top_Angle7	Top_Angle8	Top_Angle9	Average Wetted Height	Initial_guess_height	s_norm
2.98	10.0	0.000000	0.000000	-0.0772807487655472 	-0.119666208908823  	30	40	8	8	8	8	0	28.1771976397504    	33.3947249011509    	0.0352501028434614  	4.18879020478638    	0.0981795686083817  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.84145299043975    	39.5606166659000    	39.5972766312185    	39.5501066731479    	39.5437850299134    	0.531555400378261   	0.670176	3.35087969768903    
2.98	10.0	0.0149215	0.0500000	-0.0772090478468097 	-0.117525889293394  	30	40	8	8	8	8	0	28.1843185699263    	33.3922882215364    	0.0463048627931654  	4.18879020478639    	0.0998026141732501  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.91042423431865    	39.6539818674209    	39.6416378034552    	39.6406479447475    	39.6390705706861    	0.524774502565633   	0.655254	3.35087969768903    
2.98	10.0	0.0298429	0.100000	-0.0773266820939072 	-0.115807923719364  	30	40	8	8	8	8	0	28.1911652004005    	33.3903313270903    	0.0639089689396637  	4.18879020478636    	0.100970817015903   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.95596637506600    	39.4947420072674    	39.4774800054140    	39.5117186517189    	39.5104319881770    	0.519127259575838   	0.640333	3.35087969768903    
2.98	10.0	0.0447644	0.150000	-0.0784523619984908 	-0.116239275552089  	30	40	8	8	8	8	0	28.1977955040523    	33.3909545650506    	0.118107386956138   	4.18879020478625    	0.100817261333882   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.95473950913353    	39.5350440694738    	36.3409576140952    	37.1847557112565    	39.2896528641378    	0.519701765639703   	0.625412	3.35087969768903    
2.98	10.0	0.0596858	0.200000	-0.0778830944435999 	-0.114319788057670  	30	40	8	8	8	8	0	28.2040361516297    	33.3885632266171    	0.0448341007125488  	4.18879020478634    	0.102205171347426   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0116710844683    	38.1769511372231    	38.5804208469306    	38.7462547800634    	39.7469476297975    	0.512436607352175   	0.610490	3.35087969768903    
2.98	10.0	0.0746073	0.250000	-0.0778487106066003 	-0.111854995875014  	30	40	8	8	8	8	0	28.2099784791696    	33.3860218456433    	0.0347116750832711  	4.18879020478639    	0.103873696423948   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0764843843532    	38.3773471682183    	38.5396281313359    	39.4996662768677    	38.9892989597057    	0.504664873980681   	0.595569	3.35087969768903    
2.98	10.0	0.0895287	0.300000	-0.0791161893533376 	-0.112704667880948  	30	40	8	8	8	8	0	28.2157927148919    	33.3869174548746    	0.0639344101237162  	4.18879020478634    	0.103424549761655   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0633492645686    	38.4500860164964    	37.9257670092230    	36.3141051245614    	36.3028153393169    	0.506304379354669   	0.580647	3.35087969768903    
2.98	10.0	0.104450	0.350000	-0.0821540012285983 	-0.114163778929580  	30	40	8	8	8	8	0	28.2215535846451    	33.3889880484495    	0.0304909174599244  	4.18879020478639    	0.102128609332483   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0024641723209    	31.8536126091755    	34.9370004930886    	32.6679444930080    	32.7563471607858    	0.511959705089533   	0.565726	3.35087969768903    
2.98	10.0	0.119372	0.400000	-0.0816577220620458 	-0.113072160979159  	30	40	8	8	8	8	0	28.2267318786296    	33.3877031260479    	0.0722968737038017  	4.18879020478635    	0.102906042359880   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0339772096989    	33.1339855193522    	34.7376481280385    	30.2055894352592    	36.7199311257457    	0.507602655178347   	0.550804	3.35087969768903    
2.98	10.0	0.134293	0.450000	-0.0833832840003275 	-0.113533471936361  	30	40	8	8	8	8	0	28.2319626013159    	33.3885415263629    	0.0879045049555933  	4.18879020478607    	0.102567569005003   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0199337771051    	29.3725541506709    	34.3094303595818    	33.1436382668242    	27.2449120757380    	0.510510801499800   	0.535883	3.35087969768903    
2.98	10.0	0.149215	0.500000	-0.0849177131271211 	-0.114310716174096  	30	40	8	8	8	8	0	28.2369098306080    	33.3889384268894    	0.0263979377886842  	4.18879020478632    	0.102116423329330   	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	10.0049773113499    	21.2850511168856    	34.2923258053799    	26.3733629439590    	30.2408290131228    	0.513455137244192   	0.520961	3.35087969768903    
2.98	10.0	0.164136	0.550000	-0.0840559845390300 	-0.119628589841647  	30	40	8	8	8	8	0	28.2432916008819    	33.3956071676820    	0.0249070184726340  	4.18879020478633    	0.0980011748719423  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.82755613915709    	17.8129718893046    	32.7224355056232    	35.6180799137236    	30.1412587460426    	0.535025616600009   	0.506040	3.35087969768903    
2.98	10.0	0.179057	0.600000	-0.0871869017517137 	-0.120440869425914  	30	40	8	8	8	8	0	28.2482619597552    	33.3968046382496    	0.0175913436225313  	4.18879020478637    	0.0973956851640269  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.80215048814971    	30.6898817143749    	23.2281753357832    	22.6777430014979    	16.6221849513009    	0.542232305744784   	0.491118	3.35087969768903    
2.98	10.0	0.193979	0.650000	-0.0881969831375655 	-0.118267110934900  	30	40	8	8	8	8	0	28.2516385515341    	33.3935685292069    	0.0380330530653192  	4.18879020478635    	0.0989723124443009  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.86694958474015    	16.7697070457918    	29.3048236261161    	18.9151825641460    	17.5001135051440    	0.527950483614824   	0.476197	3.35087969768903    
2.98	10.0	0.208900	0.700000	-0.0870066061298816 	-0.119450048018642  	30	40	8	8	8	8	0	28.2561961782439    	33.3947150109656    	0.0143848729013007  	4.18879020478638    	0.0980620224234379  	15.7824834515107    	0.571826646796255   	19.8177159411745    	0.0169537097513318  	0.0662228905685228  	9.82786580667348    	30.0615684816871    	18.0155151945889    	27.8584428146823    	18.3835605499616    	0.530557464331488   	0.461276	3.35087969768903    
