Contact_Radius	Contact_Radius_norm	Height	Height_norm	Force_Eng	Force_Calc	Bottom_Angle	Top_Angle	Cone_Angle	Tilt_Angle	Energy	Area	Scale	Volume	Pressure	Bottom_Length	Top_Length	Bottom_Area	Top_Area	Mean_curvature	Bottom_Angle_Calc	Top_Angle_Calc	Average Wetted Height	Initial_guess_height	s_norm
2.98	10.0	0.000000	0.000000	-0.129637466665409  	-0.208323665095603  	30	25	16	0	27.9804823973717    	36.7705608168863    	0.162237680748699   	4.18879020478639    	0.0393130052780930  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.42722669088568    	28.5184453606744    	0.757244078547101   	0.670176	3.35087969768903    
2.98	10.0	0.0149215	0.0500000	-0.129552851250447  	-0.202717051939039  	30	25	16	0	28.0005788489727    	36.7621422222861    	0.160075783816015   	4.18879020478639    	0.0422053514862605  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.54870935586948    	28.6349963717308    	0.734736661038035   	0.655254	3.35087969768903    
2.98	10.0	0.0298429	0.100000	-0.129516406815779  	-0.197063780089710  	30	25	16	0	28.0200743493331    	36.7537716263637    	0.160523011083975   	4.18879020478639    	0.0451206077303533  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.67114280863708    	28.6558398193411    	0.712056914204539   	0.640333	3.35087969768903    
2.98	10.0	0.0447644	0.150000	-0.129479713583443  	-0.191679275740534  	30	25	16	0	28.0389553107733    	36.7456735404612    	0.161003763559549   	4.18879020478639    	0.0478779533037638  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.78621033919346    	28.6798815937689    	0.689384384436784   	0.625412	3.35087969768903    
2.98	10.0	0.0596858	0.200000	-0.129572593985799  	-0.185896931134612  	30	25	16	0	28.0572190520716    	36.7376497845513    	0.170321674838986   	4.18879020478639    	0.0508665403306807  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.91206340895266    	28.4437082217544    	0.666512088759749   	0.610490	3.35087969768903    
2.98	10.0	0.0746073	0.250000	-0.129504656738881  	-0.179956245110498  	30	25	16	0	28.0748792810759    	36.7286407395511    	0.164696868490721   	4.18879020478639    	0.0539160172849849  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.03969025032865    	28.5251359402485    	0.642519762326576   	0.595569	3.35087969768903    
2.98	10.0	0.0895287	0.300000	-0.129351701053077  	-0.173862218838485  	30	25	16	0	28.0919103078452    	36.7193311711563    	0.160271474475695   	4.18879020478639    	0.0570324610978775  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.16969256577850    	28.7714352486253    	0.617908656254375   	0.580647	3.35087969768903    
2.98	10.0	0.104450	0.350000	-0.129304042326754  	-0.167817489807268  	30	25	16	0	28.1082817365956    	36.7103304869449    	0.159119285017691   	4.18879020478639    	0.0601229985157575  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.29862813585998    	28.8108214199725    	0.593239300567529   	0.565726	3.35087969768903    
2.98	10.0	0.119372	0.400000	-0.129157250365183  	-0.161442802066567  	30	25	16	0	28.1240053293846    	36.7007792967838    	0.151731626946023   	4.18879020478639    	0.0633756789267753  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.43411105015041    	29.0377658304717    	0.567598360396460   	0.550804	3.35087969768903    
2.98	10.0	0.134293	0.450000	-0.128958119951923  	-0.155220014562544  	30	25	16	0	28.1390488809290    	36.6913814349712    	0.140232316000587   	4.18879020478639    	0.0665319595927050  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.56486483077717    	29.3603119682834    	0.541652053254126   	0.535883	3.35087969768903    
2.98	10.0	0.149215	0.500000	-0.128939790497520  	-0.148510435918673  	30	25	16	0	28.1534027806579    	36.6818200020897    	0.142490665441166   	4.18879020478639    	0.0699639464067035  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.70825592745315    	29.3377772050184    	0.514997794244489   	0.520961	3.35087969768903    
2.98	10.0	0.164136	0.550000	-0.128792349716827  	-0.141618709966052  	30	25	16	0	28.1670585399575    	36.6718933786878    	0.139313864427833   	4.18879020478639    	0.0734745762552106  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.85440690294874    	29.5530478545415    	0.487290143142703   	0.506040	3.35087969768903    
2.98	10.0	0.179057	0.600000	-0.128640045661705  	-0.134777100497305  	30	25	16	0	28.1799793396970    	36.6621504625855    	0.136991932659159   	4.18879020478639    	0.0769470177738233  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.99851503252799    	29.7744183721806    	0.459089056519678   	0.491118	3.35087969768903    
2.98	10.0	0.193979	0.650000	-0.128350047515462  	-0.127708830362702  	30	25	16	0	28.1921581328976    	36.6520974862109    	0.133101625807611   	4.18879020478639    	0.0805194175321555  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	9.14622109013686    	30.2337833734928    	0.429630512462559   	0.476197	3.35087969768903    
2.98	10.0	0.208900	0.700000	-0.127925465104528  	-0.119805018324258  	30	25	16	0	28.2035922668901    	36.6410855246491    	0.122328728608037   	4.18879020478639    	0.0845197080475919  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	9.31191927962014    	30.8995452120977    	0.397680481126597   	0.461276	3.35087969768903    
