Contact_Radius	Contact_Radius_norm	Height	Height_norm	Force_Eng	Force_Calc	Bottom_Angle	Top_Angle	Cone_Angle	Tilt_Angle	Energy	Area	Scale	Volume	Pressure	Bottom_Length	Top_Length	Bottom_Area	Top_Area	Mean_curvature	Bottom_Angle_Calc	Top_Angle_Calc	Average Wetted Height	Initial_guess_height	s_norm
1.98	3.00	0.000000	0.000000	-0.0906813719867766 	0.557553202035448   	30	50	7	0	13.4706124591097    	17.1250280827521    	0.222361630594264   	4.18879020478639    	0.541605052766218   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.6019342309333    	51.1849385160199    	0.821249555965463   	1.01220	1.51829448593783    
1.98	3.00	0.0329317	0.0500000	-0.0900341873114624 	0.566485639623029   	30	50	7	0	13.4855160339069    	17.1248048645381    	0.214160949216842   	4.18879020478639    	0.544898405640584   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.7058370142833    	51.5651848672008    	0.783506015887554   	0.979265	1.51829448593783    
1.98	3.00	0.0658634	0.100000	-0.0893011443236266 	0.574527278744864   	30	50	7	0	13.4996853295632    	17.1246849019200    	0.195527717380831   	4.18879020478639    	0.547757536033674   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.7890618517155    	51.9975053132896    	0.746105697472338   	0.946333	1.51829448593783    
1.98	3.00	0.0987951	0.150000	-0.0890650700095002 	0.583771029943720   	30	50	7	0	13.5131197599557    	17.1242173294096    	0.201025298968856   	4.18879020478639    	0.551196481571639   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.8998733798653    	52.1224862713994    	0.707819364582127   	0.913401	1.51829448593783    
1.98	3.00	0.131727	0.200000	-0.0883124638755370 	0.589041758956025   	30	50	7	0	13.5258204353907    	17.1244627090075    	0.174013543400307   	4.18879020478639    	0.553026729484065   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.9502236495805    	52.5679329639663    	0.671666596536694   	0.880470	1.51829448593783    
1.98	3.00	0.164658	0.250000	-0.0880885765219755 	0.596757879856033   	30	50	7	0	13.5377868878278    	17.1241657728234    	0.175301622357817   	4.18879020478639    	0.555845155349090   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.0377333556687    	52.6876707518555    	0.634062004904903   	0.847538	1.51829448593783    
1.98	3.00	0.197590	0.300000	-0.0871459078366631 	0.605585176376335   	30	50	7	0	13.5490164733428    	17.1234944134637    	0.146774781187333   	4.18879020478639    	0.558947317325688   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.1258711091432    	53.2354786989812    	0.595304922504634   	0.814606	1.51829448593783    
1.98	3.00	0.230522	0.350000	-0.0846675115322077 	0.614366941219478   	30	50	7	0	13.5595151626879    	17.1226665933245    	0.111031861334696   	4.18879020478639    	0.561864829834756   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.1969411998824    	54.6795108054913    	0.555911963984254   	0.781675	1.51829448593783    
1.98	3.00	0.263454	0.400000	-0.0847333031508702 	0.622479892029778   	30	50	7	0	13.5692725244774    	17.1221002297439    	0.123289194409522   	4.18879020478639    	0.564899929111295   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.2963466227928    	54.6255420708934    	0.517401635934957   	0.748743	1.51829448593783    
1.98	3.00	0.296385	0.450000	-0.0816869802250979 	0.629410188524160   	30	50	7	0	13.5783033706363    	17.1214335805997    	0.0861165375014308  	4.18879020478639    	0.567261272708385   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.3583950881235    	56.3639600260375    	0.478409012892927   	0.715811	1.51829448593783    
1.98	3.00	0.329317	0.500000	-0.0783852805612196 	0.636847563143421   	30	50	7	0	13.5865991346115    	17.1206656977972    	0.0675198591484698  	4.18879020478639    	0.569782350406218   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.4237411175882    	58.1985941105048    	0.438855197917064   	0.682879	1.51829448593783    
1.98	3.00	0.362249	0.550000	-0.0765266654896282 	0.642713868373085   	30	50	7	0	13.5941614720347    	17.1202537086319    	0.0593093772437629  	4.18879020478639    	0.571739033110670   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.4721557275840    	59.2081585830417    	0.400829542989319   	0.649948	1.51829448593783    
1.98	3.00	0.395180	0.600000	-0.0731319976927188 	0.651193073002415   	30	50	7	0	13.6009670583028    	17.1193011766850    	0.0536942974141608  	4.18879020478639    	0.574844702742912   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.5697940082190    	61.0197400133715    	0.360003146731391   	0.617016	1.51829448593783    
1.98	3.00	0.428112	0.650000	-0.0696925399979826 	0.657257177973812   	30	50	7	0	13.6070509476023    	17.1187251149836    	0.0465064415663902  	4.18879020478639    	0.576921785877945   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.6253525798919    	62.8186876405343    	0.320837967686294   	0.584084	1.51829448593783    
1.98	3.00	0.461044	0.700000	-0.0655228029557435 	0.664087225131755   	30	50	7	0	13.6123819919127    	17.1179658056448    	0.0388414453939197  	4.18879020478639    	0.579315453866950   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.6933802442349    	64.9501312243924    	0.280292471893346   	0.551153	1.51829448593783    
