Contact_Radius	Contact_Radius_norm	Height	Height_norm	Force_Eng	Force_Calc	Bottom_Angle	Top_Angle	Cone_Angle	Tilt_Angle	Energy	Area	Scale	Volume	Pressure	Bottom_Length	Top_Length	Bottom_Area	Top_Area	Mean_curvature	Bottom_Angle_Calc	Top_Angle_Calc	Average Wetted Height	Initial_guess_height	s_norm
1.98	3.00	0.000000	0.000000	-0.0980421557197629 	0.538654481892839   	30	45	7	0	13.4533410942901    	17.1332021797162    	0.218940483681651   	4.18879020478639    	0.534657739125830   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.3845471114229    	46.4740436897677    	0.840069387571810   	1.01220	1.51829448593783    
1.98	3.00	0.0329317	0.0500000	-0.0975566746908072 	0.547294347713016   	30	45	7	0	13.4697745606074    	17.1326091005340    	0.209709338065612   	4.18879020478639    	0.537878130385479   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.4882105683044    	46.7823242522324    	0.802333823773095   	0.979265	1.51829448593783    
1.98	3.00	0.0658634	0.100000	-0.0973259982232101 	0.553853281207824   	30	45	7	0	13.4854131243605    	17.1326100723222    	0.204281963720018   	4.18879020478639    	0.540230029374496   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.5578653416957    	46.9232237851844    	0.766046804687854   	0.946333	1.51829448593783    
1.98	3.00	0.0987951	0.150000	-0.0971311040850588 	0.563883656570265   	30	45	7	0	13.5002473621769    	17.1314621187337    	0.209147189500959   	4.18879020478639    	0.543911622579468   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.6728559416630    	47.0318979820314    	0.727089307170701   	0.913401	1.51829448593783    
1.98	3.00	0.131727	0.200000	-0.0964799578915774 	0.572496423842228   	30	45	7	0	13.5142856519355    	17.1307164407636    	0.195803485125134   	4.18879020478639    	0.546999727527093   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.7645126916967    	47.4474080901963    	0.689092265298134   	0.880470	1.51829448593783    
1.98	3.00	0.164658	0.250000	-0.0956829830858714 	0.581008280322539   	30	45	7	0	13.5275239508393    	17.1298787536966    	0.169010573271278   	4.18879020478639    	0.550062887557346   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.8563040996060    	47.9553848907248    	0.650857247784219   	0.847538	1.51829448593783    
1.98	3.00	0.197590	0.300000	-0.0950340529317523 	0.591455567263881   	30	45	7	0	13.5399530478614    	17.1284346335801    	0.157781269871470   	4.18879020478639    	0.553836156136149   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	34.9704513074224    	48.3578146850136    	0.610834465424664   	0.814606	1.51829448593783    
1.98	3.00	0.230522	0.350000	-0.0929563061592225 	0.600044975207950   	30	45	7	0	13.5515875791523    	17.1272778547170    	0.122175066609828   	4.18879020478639    	0.556705378572403   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.0413755196990    	49.6772011764205    	0.571459851025191   	0.781675	1.51829448593783    
1.98	3.00	0.263454	0.400000	-0.0933303042317594 	0.609256693872241   	30	45	7	0	13.5624101145077    	17.1262521568910    	0.132485203987499   	4.18879020478639    	0.560208559062264   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.1596833828477    	49.4194487663336    	0.532391830301662   	0.748743	1.51829448593783    
1.98	3.00	0.296385	0.450000	-0.0901987877594885 	0.619342189565667   	30	45	7	0	13.5724346204602    	17.1246907887699    	0.0921174202165760  	4.18879020478639    	0.563498450690437   	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	35.2353227151992    	51.3627865399036    	0.491193751563511   	0.715811	1.51829448593783    
