Contact_Radius	Contact_Radius_norm	Height	Height_norm	Force_Eng	Force_Calc	Bottom_Angle	Top_Angle	Cone_Angle	Tilt_Angle	Energy	Area	Scale	Volume	Pressure	Bottom_Length	Top_Length	Bottom_Area	Top_Area	Mean_curvature	Bottom_Angle_Calc	Top_Angle_Calc	Average Wetted Height	Initial_guess_height	s_norm
2.93	9.50	0.000000	0.000000	-0.124300588292294  	-0.208493592236005  	30	35	17	0	27.0521098372509    	36.3729029639947    	0.191632491924888   	4.18879020478639    	0.0461742120623926  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	7.99117456144104    	37.5115198097208    	0.730443954298612   	0.681815	3.23861896891335    
2.93	9.50	0.0154387	0.0500000	-0.124227710463199  	-0.202554710073472  	30	35	17	0	27.0725701193783    	36.3673196295663    	0.189792599703622   	4.18879020478639    	0.0491747909611089  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.11486490283212    	37.5682805008367    	0.708439081545837   	0.666376	3.23861896891335    
2.93	9.50	0.0308774	0.100000	-0.124021772500705  	-0.196198154131194  	30	35	17	0	27.0924205193279    	36.3610700651264    	0.181141437549963   	4.18879020478639    	0.0523909959538091  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.24767263477616    	37.7845122132085    	0.685675277134166   	0.650937	3.23861896891335    
2.93	9.50	0.0463160	0.150000	-0.123997013713805  	-0.190424973811098  	30	35	17	0	27.1116202252107    	36.3555795277829    	0.180235546118730   	4.18879020478639    	0.0552873989221649  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.36631505167167    	37.7834032583084    	0.663428584975867   	0.635498	3.23861896891335    
2.93	9.50	0.0617547	0.200000	-0.123888054394066  	-0.184308265677471  	30	35	17	0	27.1301872310780    	36.3495004694538    	0.175353315260149   	4.18879020478639    	0.0583559236277853  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.49203811695520    	37.8823280964363    	0.640448585742978   	0.620060	3.23861896891335    
2.93	9.50	0.0771934	0.250000	-0.123802805932473  	-0.178181412628023  	30	35	17	0	27.1481003293089    	36.3433391901250    	0.171639230913824   	4.18879020478639    	0.0614211200870925  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.61732183926302    	37.9523288935523    	0.617177378096966   	0.604621	3.23861896891335    
2.93	9.50	0.0926321	0.300000	-0.123585966505388  	-0.171518975837417  	30	35	17	0	27.1653637295257    	36.3364871173639    	0.163709065195034   	4.18879020478639    	0.0647666925614253  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.75462249211322    	38.1764327308785    	0.592945970420461   	0.589182	3.23861896891335    
2.93	9.50	0.108071	0.350000	-0.123369292631146  	-0.164624009620702  	30	35	17	0	27.1819559099488    	36.3293676526921    	0.159088335646411   	4.18879020478639    	0.0682273586930515  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	8.89663153694134    	38.3968979257899    	0.568113932167271   	0.573744	3.23861896891335    
2.93	9.50	0.123509	0.400000	-0.123631781676569  	-0.158253555590145  	30	35	17	0	27.1978270251409    	36.3231898334055    	0.175809427516975   	4.18879020478639    	0.0714286602001807  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	9.02820586434681    	38.0511644124751    	0.543993865331813   	0.558305	3.23861896891335    
2.93	9.50	0.138948	0.450000	-0.123508213801992  	-0.151436433904832  	30	35	17	0	27.2130185575518    	36.3161184748060    	0.176060662362376   	4.18879020478639    	0.0748331742433936  	17.7543410066122    	0.836615148716500   	25.0835823223204    	0.0556931889172984  	0.000000000000000   	9.16731653111277    	38.1627596055028    	0.518521033067721   	0.542866	3.23861896891335    
